label,type,uri,author,yearDelivered,isJointPaper,cleanTitle,affiliation,coauthor,JSONRecord,cleanerTitle,primaryTitleFlag,authors,Co_Author2,Co_Author3,FlagThirdAuthor,relationType,relationWeight,surname
Inwood2009,Item,http://127.0.0.1/Inwood2009,"Inwood, Kris",2009,Yes,Industrial Development despite Parochial Technology: A Case Study from Late Nineteenth Century Canada,University of Guelph,"Keay, Ian","{""Author"" : ""Inwood, Kris"", ""Year"" : ""2009"",""label"" : ""Inwood2009"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Inwood2009"", ""cleanTitle"" : ""Industrial Development despite Parochial Technology: A Case Study from Late Nineteenth Century Canada"", ""Institution"" : ""University of Guelph""},",Industrial Development despite Parochial Technology: A Case Study from Late Nineteenth Century Canada,1,,"Keay, Ian",,No,Undirected,1,Inwood
Inwood22009,Item,http://127.0.0.1/Inwood22009,"Inwood, Kris",2009,Yes,Long-Run Changes in the Body Mass Index of Canadians,University of Guelph,"Cranfield, John","{""Author"" : ""Inwood, Kris"", ""Year"" : ""2009"",""label"" : ""Inwood22009"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Inwood22009"", ""cleanTitle"" : ""Long-Run Changes in the Body Mass Index of Canadians"", ""Institution"" : ""University of Guelph""},",Long-Run Changes in the Body Mass Index of Canadians,,,"Cranfield, John",,No,,,Inwood
InwoodA2011,Item,http://127.0.0.1/InwoodA2011,"Inwood, Kris",2011,Yes,"Transport Costs, Trade Policy and Canadian Industrial Development: Iron and Steel in a Small Open Economy, 1870-1913",University of Guelph,"Keay, Ian","{""Author"" : ""Inwood, Kris"", ""Year"" : ""2011"",""label"" : ""InwoodA2011"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/InwoodA2011"", ""cleanTitle"" : ""Transport Costs, Trade Policy and Canadian Industrial Development: Iron and Steel in a Small Open Economy, 1870-1913"", ""Institution"" : ""University of Guelph""},","Transport Costs, Trade Policy and Canadian Industrial Development: Iron and Steel in a Small Open Economy, 1870-1913",1,,"Keay, Ian",,No,Undirected,1,Inwood
InwoodB2011,Item,http://127.0.0.1/InwoodB2011,"Inwood, Kris",2011,Yes,"Stayers and Leavers, Diggers and Canucks: The 1914-1918 War in Comparative Perspective",University of Guelph,"Cranfield, John","{""Author"" : ""Inwood, Kris"", ""Year"" : ""2011"",""label"" : ""InwoodB2011"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/InwoodB2011"", ""cleanTitle"" : ""Stayers and Leavers, Diggers and Canucks: The 1914-1918 War in Comparative Perspective"", ""Institution"" : ""University of Guelph""},","Stayers and Leavers, Diggers and Canucks: The 1914-1918 War in Comparative Perspective",,,"Cranfield, John",,No,,,Inwood
InwoodA2012,Item,,"Inwood, Kris",2012,Yes,Longitudinal Analysis of Adult Stature Inequality in a Settler Society: The Case of Canada,University of Guelph,"Cranfield, John","{""Author"" : ""Inwood, Kris"", ""Year"" : ""2012"",""label"" : ""InwoodA2012"", ""type"" : ""Item"", ""uri"" : """", ""cleanTitle"" : ""Longitudinal Analysis of Adult Stature Inequality in a Settler Society: The Case of Canada"", ""Institution"" : ""University of Guelph""},",Longitudinal Analysis of Adult Stature Inequality in a Settler Society: The Case of Canada,,,"Cranfield, John",,No,,,Inwood
InwoodA2014,Item,,"Inwood, Kris",2014,Yes,"New Historical Samples and Linked Census Data for Canada, 1851-1912",University of Guelph,"Antonie, Luiza;Ross, J. Andrew","{""Author"" : ""Inwood, Kris"", ""Year"" : ""2014"",""label"" : ""InwoodA2014"", ""type"" : ""Item"", ""uri"" : """", ""cleanTitle"" : ""New Historical Samples and Linked Census Data for Canada, 1851-1912"", ""Institution"" : ""University of Guelph""},","New Historical Samples and Linked Census Data for Canada, 1851-1912",,,"Ross, J. Andrew","Antonie, Luiza",Yes,,,Inwood
Irwin1990,Item,http://127.0.0.1/Irwin1990,"Irwin, Jim",1990,Yes,Canadian Interregional Income Differences in 1870,Central Michigan University,"Inwood, Kris","{""Author"" : ""Irwin, Jim"", ""Year"" : ""1990"",""label"" : ""Irwin1990"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Irwin1990"", ""cleanTitle"" : ""Canadian Interregional Income Differences in 1870"", ""Institution"" : ""Central Michigan University""},",Canadian Interregional Income Differences in 1870,,,"Inwood, Kris",,No,,,Irwin
Irwin1992,Item,http://127.0.0.1/Irwin1992,"Irwin, Jim",1992,No,"Inter-regional Diffences in Economic Growth in Canada, 1870-1890",Central Michigan University,,"{""Author"" : ""Irwin, Jim"", ""Year"" : ""1992"",""label"" : ""Irwin1992"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Irwin1992"", ""cleanTitle"" : ""Inter-regional Diffences in Economic Growth in Canada, 1870-1890"", ""Institution"" : ""Central Michigan University""},","Inter-regional Diffences in Economic Growth in Canada, 1870-1890",1,,,,No,,,Irwin
Irwin1995,Item,http://127.0.0.1/Irwin1995,"Irwin, Jim",1995,Yes,"Comparative Regional Development and Income Convergence: Canada, 1870-1890",Central Michigan University,"Inwood, Kris","{""Author"" : ""Irwin, Jim"", ""Year"" : ""1995"",""label"" : ""Irwin1995"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Irwin1995"", ""cleanTitle"" : ""Comparative Regional Development and Income Convergence: Canada, 1870-1890"", ""Institution"" : ""Central Michigan University""},","Comparative Regional Development and Income Convergence: Canada, 1870-1890",,,"Inwood, Kris",,No,,,Irwin
Irwin2000,Item,http://127.0.0.1/Irwin2000,"Irwin, Jim",2000,Yes,Emigration and the Canadian Economy 1870-1900: A Regional Perspective.,Central Michigan University,"Inwood, Kris","{""Author"" : ""Irwin, Jim"", ""Year"" : ""2000"",""label"" : ""Irwin2000"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Irwin2000"", ""cleanTitle"" : ""Emigration and the Canadian Economy 1870-1900: A Regional Perspective"", ""Institution"" : ""Central Michigan University""},",Emigration and the Canadian Economy 1870-1900: A Regional Perspective,,,"Inwood, Kris",,No,,,Irwin
Irwin2002,Item,http://127.0.0.1/Irwin2002,"Irwin, Jim",2002,Yes,Gender Differences in Pay and Productivity : Canadian Clothing Manufacturing in 1870.,Central Michigan University,"Inwood, Kris;McDevitt, C.","{""Author"" : ""Irwin, Jim"", ""Year"" : ""2002"",""label"" : ""Irwin2002"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Irwin2002"", ""cleanTitle"" : ""Gender Differences in Pay and Productivity : Canadian Clothing Manufacturing in 1870"", ""Institution"" : ""Central Michigan University""},",Gender Differences in Pay and Productivity : Canadian Clothing Manufacturing in 1870,,,"McDevitt, C.","Inwood, Kris",Yes,,,Irwin
Jacks2005,Item,http://127.0.0.1/Jacks2005,"Jacks, David",2005,No,Populists v. Theorists: Futures Markets and the Volatility of Prices,Simon Fraser University,,"{""Author"" : ""Jacks, David"", ""Year"" : ""2005"",""label"" : ""Jacks2005"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Jacks2005"", ""cleanTitle"" : ""Populists v. Theorists: Futures Markets and the Volatility of Prices"", ""Institution"" : ""Simon Fraser University""},",Populists v. Theorists: Futures Markets and the Volatility of Prices,1,,,,No,,,Jacks
Jacks2008,Item,http://127.0.0.1/Bordo2000,"Jacks, David",2008,Yes,"Trade Booms, Trade Busts and Trade Costs",San Francisco University,"Novy, Dennis;Miesener, Chris","{""Author"" : ""Jacks, David"", ""Year"" : ""2008"",""label"" : ""Jacks2008"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Bordo2000"", ""cleanTitle"" : ""Trade Booms, Trade Busts and Trade Costs"", ""Institution"" : ""San Francisco University""},","Trade Booms, Trade Busts and Trade Costs",1,,"Miesener, Chris","Novy, Dennis",Yes,,,Jacks
Jacks2009,Item,http://127.0.0.1/Jacks2009,"Jacks, David",2009,Yes,Commodity Market Disintegration in the Interwar Period,Simon Fraser University,"O'Rourke, Kevin;Hynes, William","{""Author"" : ""Jacks, David"", ""Year"" : ""2009"",""label"" : ""Jacks2009"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Jacks2009"", ""cleanTitle"" : ""Commodity Market Disintegration in the Interwar Period"", ""Institution"" : ""Simon Fraser University""},",Commodity Market Disintegration in the Interwar Period,,,"Hynes, William","O'Rourke, Kevin",Yes,,,Jacks
JacksA2011,Item,http://127.0.0.1/JacksA2011,"Jacks, David",2011,No,Defying Gravity: The Re-Orientation of Canadian Trade in the Interwar Period,Simon Fraser University,,"{""Author"" : ""Jacks, David"", ""Year"" : ""2011"",""label"" : ""JacksA2011"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/JacksA2011"", ""cleanTitle"" : ""Defying Gravity: The Re-Orientation of Canadian Trade in the Interwar Period"", ""Institution"" : ""Simon Fraser University""},",Defying Gravity: The Re-Orientation of Canadian Trade in the Interwar Period,1,,,,No,,,Jacks
James2003,Item,http://127.0.0.1/James2003,"James, Kevin",2003,No,The 1891 Census of Canada (Ontario) Project: An Overview,University of Guelph,,"{""Author"" : ""James, Kevin"", ""Year"" : ""2003"",""label"" : ""James2003"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/James2003"", ""cleanTitle"" : ""The 1891 Census of Canada (Ontario) Project: An Overview"", ""Institution"" : ""University of Guelph""},",The 1891 Census of Canada (Ontario) Project: An Overview,1,,,,No,,,James
JaremskiA2012,Item,,"Jaremski, Matthew",2012,Yes,The Evolution of Bank Supervision: Evidence from the US States,Colgate University,"Mitchener, Kris","{""Author"" : ""Jaremski, Matthew"", ""Year"" : ""2012"",""label"" : ""JaremskiA2012"", ""type"" : ""Item"", ""uri"" : """", ""cleanTitle"" : ""The Evolution of Bank Supervision: Evidence from the US States"", ""Institution"" : ""Colgate University""},",The Evolution of Bank Supervision: Evidence from the US States,1,,"Mitchener, Kris",,No,Undirected,1,Jaremski
JaworskiA2014,Item,pdfs/2014/kitchensJaworski.pdf,"Jaworski, Taylor",2014,Yes,"Market Structure, Ownership, and the Provision of Residential Electricity",Queen's University,"Kitchens, Carl","{""Author"" : ""Jaworski, Taylor"", ""Year"" : ""2014"",""label"" : ""JaworskiA2014"", ""type"" : ""Item"", ""uri"" : ""pdfs/2014/kitchensJaworski.pdf"", ""cleanTitle"" : ""Market Structure, Ownership, and the Provision of Residential Electricity"", ""Institution"" : ""Queen's University""},","Market Structure, Ownership, and the Provision of Residential Electricity",1,,"Kitchens, Carl",,No,Undirected,1,Jaworski
Jestin1973,Item,http://127.0.0.1/Jestin1973,"Jestin, Warren",1973,No,"The Economic Development of Northeast Ontario, 1880-1950",Simon Fraser University,,"{""Author"" : ""Jestin, Warren"", ""Year"" : ""1973"",""label"" : ""Jestin1973"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Jestin1973"", ""cleanTitle"" : ""The Economic Development of Northeast Ontario, 1880-1950"", ""Institution"" : ""Simon Fraser University""},","The Economic Development of Northeast Ontario, 1880-1950",1,,,,No,,,Jestin
Johnson1973,Item,http://127.0.0.1/Johnson1973,"Johnson, H. Thomas",1973,No,"The Urban Transformation and Economic Growth in Canada, 1851 - 1971",University of Western Ontario,,"{""Author"" : ""Johnson, H. Thomas"", ""Year"" : ""1973"",""label"" : ""Johnson1973"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Johnson1973"", ""cleanTitle"" : ""The Urban Transformation and Economic Growth in Canada, 1851 - 1971"", ""Institution"" : ""University of Western Ontario""},","The Urban Transformation and Economic Growth in Canada, 1851 - 1971",1,,,,No,,,Johnson
Johnston1981,Item,http://127.0.0.1/Johnston1981,"Johnston, J.G.",1981,Yes,The Impact of the Proposed Reciprocity Agreement of 1911 on Canadian Incomes,University of British Columbia,"Norrie, Ken;Percy, Michael","{""Author"" : ""Johnston, J.G."", ""Year"" : ""1981"",""label"" : ""Johnston1981"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Johnston1981"", ""cleanTitle"" : ""The Impact of the Proposed Reciprocity Agreement of 1911 on Canadian Incomes"", ""Institution"" : ""University of British Columbia""},",The Impact of the Proposed Reciprocity Agreement of 1911 on Canadian Incomes,1,,"Percy, Michael","Norrie, Ken",Yes,,,Johnston
Jones1997,Item,http://127.0.0.1/Jones1997,"Jones, Charles",1997,No,Silk Weaving in St. Catharines: Grouts in Canada,University of Warwick,,"{""Author"" : ""Jones, Charles"", ""Year"" : ""1997"",""label"" : ""Jones1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Jones1997"", ""cleanTitle"" : ""Silk Weaving in St. Catharines: Grouts in Canada"", ""Institution"" : ""University of Warwick""},",Silk Weaving in St. Catharines: Grouts in Canada,1,,,,No,,,Jones
Jonung1992,Item,http://127.0.0.1/Jonung1992,"Jonung, L.P.",1992,Yes,The Common Development of Institutional Change as Measured by Income Velocity: A Century of Evidence from Indutrialized Countries,Lund University,"Siklos, Pierre","{""Author"" : ""Jonung, L.P."", ""Year"" : ""1992"",""label"" : ""Jonung1992"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Jonung1992"", ""cleanTitle"" : ""The Common Development of Institutional Change as Measured by Income Velocity: A Century of Evidence from Indutrialized Countries"", ""Institution"" : ""Lund University""},",The Common Development of Institutional Change as Measured by Income Velocity: A Century of Evidence from Indutrialized Countries,1,,"Siklos, Pierre",,No,Undirected,1,Jonung
Karakacili2000,Item,http://127.0.0.1/Karakacili2000,"Karakacili, Eona",2000,No,Peasant Productivity and Economic Growth in England's Pre-Industrial Period.,,,"{""Author"" : ""Karakacili, Eona"", ""Year"" : ""2000"",""label"" : ""Karakacili2000"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Karakacili2000"", ""cleanTitle"" : ""Peasant Productivity and Economic Growth in England's Pre-Industrial Period"", ""Institution"" : """"},",Peasant Productivity and Economic Growth in England's Pre-Industrial Period,1,,,,No,,,Karakacili
Karakacili2003,Item,http://127.0.0.1/Karakacili2003,"Karakacili, Eona",2003,No,Malthus and Pre-Industrial Development: A Case Study of the English Agrarian Labour Productivity Rates Before the Black Death,University of Western Ontario,,"{""Author"" : ""Karakacili, Eona"", ""Year"" : ""2003"",""label"" : ""Karakacili2003"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Karakacili2003"", ""cleanTitle"" : ""Malthus and Pre-Industrial Development: A Case Study of the English Agrarian Labour Productivity Rates Before the Black Death"", ""Institution"" : ""University of Western Ontario""},",Malthus and Pre-Industrial Development: A Case Study of the English Agrarian Labour Productivity Rates Before the Black Death,1,,,,No,,,Karakacili
KarakiciliA2014,Item,,"Karakacili, Eona",2014,Yes,The Impact of the Black Death on Medieval English Agriculture,University of Western Ontario,"Keay, Ian","{""Author"" : ""Karakacili, Eona"", ""Year"" : ""2014"",""label"" : ""KarakiciliA2014"", ""type"" : ""Item"", ""uri"" : """", ""cleanTitle"" : ""The Impact of the Black Death on Medieval English Agriculture"", ""Institution"" : ""University of Western Ontario""},",The Impact of the Black Death on Medieval English Agriculture,1,,"Keay, Ian",,No,Undirected,1,Karakacili
Keay1997,Item,http://127.0.0.1/Keay1997,"Keay, Ian",1997,No,"A Comparison of Total Factor Productivity Growth in US and Canadian Manufacturing Firms, 1910-90 (Research Report)",University of British Columbia,,"{""Author"" : ""Keay, Ian"", ""Year"" : ""1997"",""label"" : ""Keay1997"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Keay1997"", ""cleanTitle"" : ""A Comparison of Total Factor Productivity Growth in US and Canadian Manufacturing Firms, 1910-90 (Research Report)"", ""Institution"" : ""University of British Columbia""},","A Comparison of Total Factor Productivity Growth in US and Canadian Manufacturing Firms, 1910-90 (Research Report)",1,,,,No,,,Keay
Keay1999,Item,http://127.0.0.1/Keay1999,"Keay, Ian",1999,No,Canadian Manufacturers' Performance: The Failure Hypothesis Reexamined.,Queen's University,,"{""Author"" : ""Keay, Ian"", ""Year"" : ""1999"",""label"" : ""Keay1999"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Keay1999"", ""cleanTitle"" : ""Canadian Manufacturers' Performance: The Failure Hypothesis Reexamined"", ""Institution"" : ""Queen's University""},",Canadian Manufacturers' Performance: The Failure Hypothesis Reexamined,1,,,,No,,,Keay
Keay2000,Item,http://127.0.0.1/Keay2000,"Keay, Ian",2000,No,"Average Cost, Output, returns to Scale and Elasticity: Canadian Manufacturers, 1907-1990.",Queen's University,,"{""Author"" : ""Keay, Ian"", ""Year"" : ""2000"",""label"" : ""Keay2000"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Keay2000"", ""cleanTitle"" : ""Average Cost, Output, returns to Scale and Elasticity: Canadian Manufacturers, 1907-1990"", ""Institution"" : ""Queen's University""},","Average Cost, Output, returns to Scale and Elasticity: Canadian Manufacturers, 1907-1990",1,,,,No,,,Keay
Keay2002,Item,http://127.0.0.1/Keay2002,"Keay, Ian",2002,No,"Productivity Comparisons: Manufacturing in Canada and the United States along the International Border, 1870/71.",Queen's University,,"{""Author"" : ""Keay, Ian"", ""Year"" : ""2002"",""label"" : ""Keay2002"", ""type"" : ""Item"", ""uri"" : ""http://127.0.0.1/Keay2002"", ""cleanTitle"" : ""Productivity Comparisons: Manufacturing in Canada and the United States along the International Border, 1870/71"", ""Institution"" : ""Queen's University""},","Productivity Comparisons: Manufacturing in Canada and the United States along the International Border, 1870/71",1,,,,No,,,Keay
